sample	pop	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32
HR2068	rustica-gutturalis	0.045663377	-0.040462482	-0.106456587	-0.0079558	0.002049935	0.060695001	-0.023391059	0.037372234	-0.041991073	0.024548302	-0.060703774	0.011732291	0.019013096	0.023510739	-0.04748489	0.022091929	-0.099350883	0.06230227	0.009907769	0.036160147	-0.093088796	0.001737561	-0.029678779	0.076493203	0.060910631	-0.025041302	-0.031043951	0.055489326	0.010215903	0.046077315	-0.03189224	0.077100574
HR1747	rustica-gutturalis	-0.044062932	-0.041016429	0.008965164	0.003992863	0.001905785	0.06359179	0.008504974	0.03703322	-0.017160979	0.004403595	-0.031114616	-0.002593403	0.019161636	0.064459692	-0.035489127	-0.10201579	0.115245517	-0.108511559	0.023319805	-0.077123863	-0.007649209	-0.068680615	-0.040052413	-0.115948387	-0.121097717	-0.0824961	-0.022918055	-0.068645596	-0.00182959	-0.219593854	0.37283396	0.112224909
HR2059	rustica-gutturalis	0.055797773	-0.04127219	-0.124629716	-0.008937609	0.022878229	0.053601253	-0.026746575	0.033914647	-0.043547207	0.03671949	-0.053335817	0.018871011	0.012492031	0.028555497	-0.026315553	0.042722934	0.022222135	0.015823796	0.014244484	0.0032167	0.007668229	0.012568712	0.029148839	0.019980325	0.006029025	0.015337225	0.023832895	0.040251456	0.026065962	-0.036610766	0.000939503	-0.056273131
HR2035	rustica-gutturalis	0.053693491	-0.041975295	-0.080409272	-0.026031039	-0.004267181	0.03619124	-0.025110142	0.011626698	-0.021165578	0.035557108	-0.068596215	0.025667084	0.010030965	-0.027969746	-0.027436677	0.019690358	0.040838248	-0.00017392	0.004428285	-0.014182195	-0.010075385	-0.00209794	-0.004654263	0.031037747	0.017480618	0.021075246	-0.009102872	0.010521074	-0.031975815	-0.00743391	0.006250107	0.007947716
HR1723	rustica-gutturalis	0.049293447	-0.041986103	-0.114683821	-0.014708418	0.020990328	0.06911519	-0.030082396	0.023029361	-0.032565407	0.036742635	-0.079435963	0.030399364	0.016400419	-0.001249426	-0.024203787	0.012150437	0.043551596	-0.025839973	0.04403366	-0.020494957	-0.011098319	-0.003411846	0.015913986	0.015021012	0.010562216	0.006993346	0.024508471	0.029978384	0.063304567	-0.055555184	-0.051941192	-0.006910436
HR2036	rustica-gutturalis	0.042529206	-0.042027297	-0.106505075	-0.016051375	0.007269239	0.058018286	-0.035476083	0.008134664	-0.016302204	0.019740114	-0.063104374	0.016901388	-0.007477819	0.009997027	-0.025893875	0.014067134	0.026127259	-0.0212306	0.022818318	-0.020141375	0.078174919	-0.015231857	0.014930029	-0.041348072	0.039025275	-0.081741883	0.010908636	0.017294505	0.012420492	0.007953655	0.082566923	0.009391225
HR2121	rustica-gutturalis	0.048905951	-0.042159879	-0.107718464	0.009445773	0.022920401	-0.007519569	0.010037445	-0.01406959	0.007410503	0.025388345	-0.038247576	-0.005640097	-0.021186302	0.016578145	0.037123472	0.05243851	-0.012899568	0.037294322	-0.015396097	-0.043727722	0.025208554	0.006396788	0.01261687	-0.003491044	-0.039312741	0.066506991	0.025369162	0.011182184	0.041481882	0.048102997	-0.006223671	-0.118901398
HR2102	rustica-gutturalis	0.015727339	-0.042292578	-0.081844179	0.019705005	0.064282002	0.008786506	0.026983271	0.035002295	-0.013635615	0.056328437	-0.057238983	-0.016881772	-0.007784166	0.0797132	0.010084706	-0.181951296	0.004844775	-0.022000001	-0.056209493	-0.023668687	0.133191791	0.032882631	0.027780488	-0.126202663	-0.040051454	-0.029886258	-0.046278278	-0.103484325	-0.015100259	0.038823311	0.087301971	0.097590261
HR2054	rustica-gutturalis	0.05180571	-0.042403155	-0.101346574	0.003263457	0.006135692	0.054599882	-0.017108898	0.020235686	-0.04303851	0.04972213	-0.041927519	0.002753358	0.007000676	0.046224383	-0.016826804	0.071714867	0.02923903	-0.017336775	0.019028873	-0.041699228	0.02241882	-0.014832502	0.012167663	0.013737745	0.008387195	-0.013886271	0.021388149	0.043334947	-0.02629613	-0.0156423	0.030723087	-0.061985069
HR2063	rustica-gutturalis	0.000851671	-0.043157586	-0.079873783	-0.000217705	0.050358527	0.059350822	-0.007216293	0.054813755	-0.045177902	0.056389902	0.020485898	0.009841872	0.028950939	0.153615096	-0.040612743	-0.114353526	0.001139353	-0.039637912	0.074635253	-0.072739552	0.149454706	0.017274931	0.050702995	-0.166759531	-0.035966606	0.176215136	-0.047700859	0.011035111	0.136966317	-0.104151972	-0.017408699	-0.133546912
HR2101	rustica-gutturalis	0.052179812	-0.043641617	-0.111433839	-0.006586688	0.000684444	0.03320545	-0.025241123	0.026257777	-0.045452636	0.046003143	-0.043447377	0.006392805	0.001721857	0.045490158	-0.033356315	0.052767521	0.010859899	0.008179455	-0.021880827	-0.021536619	0.027861099	0.037500025	-0.001910345	0.029829827	-0.013175714	-0.050797163	0.049221843	-0.007861459	-0.022185612	0.011735552	0.020748875	0.026938626
HR2107	rustica-gutturalis	0.009018852	-0.043881773	-0.099813271	0.015542362	0.05733469	0.007102788	0.012148361	0.017400932	-0.012173144	0.033122338	-0.0415149	-0.015764313	-0.004250548	0.0636141	0.003662617	-0.051175056	0.018849249	0.024209453	-0.047463757	0.010106183	-0.018869808	0.019405448	-0.006316216	0.019897308	-0.012402547	-0.046098036	0.03367623	0.016818786	-0.044283721	0.048520424	0.001413327	0.06851998
HR2111	rustica-gutturalis	0.050410463	-0.044232217	-0.135273252	-0.007020823	0.055197001	0.017517	-0.004886281	0.007654873	-0.005305109	0.040087395	-0.104104203	0.006012511	-0.002533212	-0.023734269	0.006441809	-0.037624429	-0.092886528	0.033193381	-0.034710038	0.002386657	-0.021961066	-0.040154502	0.015767884	-0.08302673	0.078197195	0.107170668	0.008109733	0.045679606	0.192715632	-0.037048356	-0.069782573	-0.198143913
HR2057	rustica-gutturalis	0.042335785	-0.044692358	-0.113327943	-0.006347835	0.062010226	0.0219231	-0.007142795	0.011928045	-0.000946584	0.050497474	-0.111086658	0.013199707	-0.006269804	-0.018197886	0.009530777	-0.088082751	-0.032662872	-0.002506892	-0.027418303	-0.008611792	0.036742168	-0.009333338	0.028728013	-0.095884687	0.032990044	0.096458942	-0.001741999	0.03227159	0.150843693	-0.02476677	-0.030561446	-0.13870391
HR2070	rustica-gutturalis	0.049707081	-0.044859695	-0.111299416	-0.002491523	0.00012724	0.053749769	-0.023830598	0.020724735	-0.049141652	0.04026962	-0.049279502	-0.005569409	0.00876119	0.048013048	-0.021860854	0.066227136	-0.089403196	0.029800762	0.016371182	0.014992185	-0.072269526	-0.011494738	0.011221793	0.073541627	-0.015773662	-0.007876906	0.023620217	0.035948122	-0.006158104	-0.010586561	-0.101344048	0.069501699
HR2071	rustica-gutturalis	0.044553546	-0.045019534	-0.11793618	0.000416613	0.055487891	0.008406101	0.007016823	0.023137302	-0.007370719	0.040967819	-0.073058255	0.008805357	-0.001252593	0.002829537	0.006346118	-0.064589036	0.006061191	-0.037685538	-0.02158663	0.028401756	0.022953999	0.020160708	0.018970157	-0.035354511	-0.014469876	-0.0466471	0.007876868	-0.005467629	-0.045049674	0.04497106	0.05869491	0.09779526
HR2113	rustica-gutturalis	0.0559751	-0.045637313	-0.129270767	-0.008044773	0.040247726	0.009267998	-0.006020369	0.001741763	0.009110467	0.00325981	-0.044371885	0.00615874	-0.004960997	-0.017502766	-0.002228256	0.017819153	0.034434659	0.01813781	-0.021881404	-0.016496239	-0.009365202	1.34E-02	0.004945946	0.011351441	0.011037346	-0.014414475	-0.004654547	-0.004066957	0.004862051	0.02442492	0.011241065	0.001911097
HR1755	rustica-gutturalis	-0.065962734	-0.045702432	0.003527143	0.014372777	0.013520734	0.050842666	0.016448081	0.021280861	-0.029631997	0.016200398	0.057548764	-0.003973874	0.005974014	0.14487902	-0.09731076	-0.041988129	0.169143577	0.210036045	-0.010986205	-0.15023476	-0.317096067	-0.19346348	-0.214039853	-0.207322817	-0.184281928	-0.005606502	0.047771996	-0.481590398	-0.046358705	-0.098113597	-0.050152809	-0.127443253
HR2061	rustica-gutturalis	0.05354559	-0.046757073	-0.113342337	-0.005990008	0.044871973	0.012262811	-0.001310897	0.013956877	-0.002040475	0.031818327	-0.084024926	-0.002814547	-0.013658659	-0.03537758	0.005770027	-0.029630674	-0.057852585	0.058315431	-0.000530821	0.009423279	-0.057629986	-0.027012948	-0.015349059	0.013094824	0.056187532	-0.018968038	0.027179989	-0.003389574	0.030532949	0.04480686	5.70E-05	-0.026466486
HR2058	rustica-gutturalis	0.050299388	-0.048388147	-0.117970131	-0.003936498	0.005182994	0.033477945	-0.025006044	0.025884304	-0.038591194	0.022402588	-0.026591432	-0.006056659	0.003344289	0.035794954	-0.014681775	0.0867848	0.040956471	0.003545543	0.028296023	-0.012994165	0.011815376	0.028595135	0.016053994	0.019864224	-0.017536815	-0.030360985	0.011110751	0.019325138	-0.088363124	0.027547167	0.100477367	-0.001232436
HR2074	rustica-gutturalis	0.045969214	-0.048483072	-0.09632653	-0.008986888	0.018902373	-0.009006722	-0.000155869	-0.002135328	-0.000904626	0.027501364	-0.066946096	-1.70E-03	-0.019558572	-0.047732979	0.019102868	0.039503831	0.029329814	0.002559607	0.000295198	0.004327767	-0.007423627	0.017388935	0.014334607	0.016273109	-0.010101765	-0.02836845	-0.013782358	-0.000598664	-0.005273173	0.000869273	0.005446407	0.009180479
HR1652	rustica-gutturalis	0.056833651	-0.049812961	-0.26667003	0.001300919	0.170641232	-0.000293304	-0.126522916	0.069807465	0.169302052	-0.387746692	0.463436869	0.006097442	0.115252326	-0.058032792	-0.016709287	-0.035927832	0.037738922	-0.038005618	0.016275802	0.004148865	0.004923932	0.007492112	-0.001480083	-0.00897026	0.003028889	-0.011200343	0.001954531	6.33E-03	-0.01164734	-0.009686067	-0.009814562	0.012527472
HR2115	rustica-gutturalis	-0.042273959	-0.049940587	-0.018439626	0.028132032	0.022536003	0.068583579	0.044309224	0.081072849	-0.064003364	0.059250929	0.029716709	-0.012627706	0.062040298	0.26489212	-0.082706289	-0.374852676	0.080892507	0.288679635	-0.11075601	-0.095925125	0.172788935	0.049128071	0.085041184	0.317932353	0.167335809	0.070759325	-0.174897633	-0.06187092	-0.143221649	-0.075982933	-0.222458735	0.153863676
HR1736	rustica-gutturalis	0.061909708	-0.050025471	-0.141526685	-0.001700769	0.07013674	-0.021964306	0.009838368	-0.015143606	0.027537344	0.023080669	-0.087468104	-0.010619983	-0.040238247	-0.062892662	0.045789853	-0.012044118	-0.073108503	0.030157964	-0.038655341	0.040068266	-0.024579231	0.01672007	-0.013771326	-0.01487643	0.00833047	-0.046152528	0.011120694	-0.009132267	-0.010860196	0.01309525	0.022657434	0.049232246
HR2079	rustica-gutturalis	-0.06781231	-0.050714114	-0.010173193	0.014915134	0.026895702	-0.027867565	0.051125202	-0.026336099	-0.003534078	0.009525697	0.009355886	-0.021639875	-0.034867028	0.023697822	0.067119944	0.100263364	0.002431627	-0.045765474	0.021527774	-0.052333408	0.014547442	-0.051834369	-0.067684029	0.058057192	-0.205944195	-0.168250694	-0.43208363	0.13892513	0.304047892	0.105856201	0.026379892	0.13762956
HR2013	rustica-gutturalis	-0.059468402	-0.051171984	0.01219072	-0.006704536	0.015884593	-0.0078908	0.011625683	-0.027907829	0.023499587	0.010268734	-0.020295459	-0.008850597	-0.014716849	-0.028193248	0.010741477	-0.050033761	0.063163758	-0.028490655	0.053150292	-0.018971741	-0.041366316	-0.018348949	0.018245933	0.008404979	-0.019669841	0.031750105	0.04615232	0.058112157	0.023363968	0.000903104	-0.099431082	0.153016623
HR2065	rustica-gutturalis	0.054873622	-0.051227761	-0.13484229	-0.000370084	0.04395581	0.012011086	-0.007962366	-0.003078688	0.005636098	0.017940808	-0.086655753	-5.34E-05	-0.016797989	-0.028689278	0.012858487	0.028358712	0.002277028	0.034081667	-0.01322104	-0.005196937	0.003156766	0.035764984	0.015473488	0.018959621	0.025352638	-0.03918322	-0.013899382	0.0182319	0.008992994	0.018536048	0.036690037	0.024187552
HR2122	rustica-gutturalis	0.052568285	-0.05128834	-0.136595379	-0.000906546	0.004886144	0.061179744	-0.031181651	0.032483545	-0.061512825	0.049674765	-0.012489063	-0.006724236	0.024031397	0.082011143	-0.019224302	0.091584907	-0.020726197	0.076755152	0.01852357	-0.037895415	0.092531021	-0.026748614	0.070612521	-0.04003713	-0.067640884	0.20197234	0.021031868	0.050442483	0.179398059	-0.237399233	-0.104700674	-0.145514486
HR2114	rustica-gutturalis	-0.004990101	-0.051587681	-0.040743307	0.004649945	-0.008189038	0.030363912	0.001319913	0.017098929	-0.028208459	0.029951631	-0.01581576	-0.002830567	0.001352859	0.063712305	-0.03893764	-0.00333564	1.45E-02	0.039112728	-0.008503787	-0.008245481	0.011942103	0.005013815	-0.015437408	-0.022961138	0.014648879	-0.03072919	0.014694497	0.034070367	0.023231707	0.035122504	-0.019497338	-0.027309017
HR2116	rustica-gutturalis	0.04168882	-0.051634816	-0.113541639	0.010887326	0.045716181	-0.000331969	0.015094034	0.02310253	-0.016345672	0.0542549	-0.052715375	-0.014538397	-0.016058533	0.029986635	0.007589822	-0.028198191	0.00289494	-0.005116614	-0.03870988	0.007678751	0.047470912	0.023036567	0.006241901	-0.034059368	-0.040665771	-0.016291874	-0.001284583	-0.030759706	-0.011529281	0.026208736	0.058666415	0.057591801
HR1743	rustica-gutturalis	-0.044401032	-0.051751617	-0.015535266	0.017978099	0.030347462	-0.008037425	0.028661619	0.000969954	0.015055762	0.010753839	-0.007605371	-0.018362133	-0.019811407	0.068458123	0.011364459	-0.077009727	0.019226363	0.016456753	-0.030502844	-0.057034096	0.03142843	0.066060584	-0.0611928	-0.074387824	0.03253911	-0.003622378	-0.025401244	0.016278685	-0.069707162	0.096965844	0.162683159	-0.232158432
HR2069	rustica-gutturalis	0.059322301	-0.052533774	-0.250481877	-0.002001314	0.155356519	0.006375703	-0.111191275	0.063639085	0.148673929	-0.348733142	0.404708521	0.004748948	0.105799038	-0.062123633	-0.013832788	-0.03965981	0.00309531	-0.040528328	0.012265929	0.01339729	-0.009941632	0.004236765	-0.005965516	-0.000630585	0.008723173	-0.012861708	-0.003178005	0.005081774	-0.005318164	-0.004696713	-0.015697288	0.018624997
HR2072	rustica-gutturalis	0.060038948	-0.053161015	-0.141379112	0.003364099	0.045593394	0.006817899	-0.0032077	0.009720723	-0.011566083	0.028382602	-0.059285979	-0.000309979	-0.022077621	0.005564549	0.011566054	0.012213381	-0.088084851	0.04708232	-0.024634957	-0.001552389	-0.000366456	-0.001744532	-0.010549446	-0.014615286	0.018666653	0.009216705	-0.006807459	0.011664186	0.044958139	-0.00980855	-0.010688694	-0.012927241
HR2123	rustica-gutturalis	0.052660593	-0.053698017	-0.12684101	0.001892613	0.03218103	-0.001411829	0.006155817	0.003727436	-0.016596962	0.044556871	-0.058522064	-0.015928996	-0.015485008	0.019292111	0.00590646	0.045325612	-0.015781979	0.040725855	-0.033080045	0.000114252	0.008203318	0.007933015	0.000962859	-0.006060157	-0.012119184	0.007841731	0.000185253	0.012109162	0.030935519	0.007640014	0.01819388	-0.008049674
HR1705	rustica-gutturalis	0.051321146	-0.054224899	-0.134938776	0.009744199	0.053225521	-0.031928749	0.014604792	-0.00974088	0.020324638	0.015354951	-0.052678484	-0.022581427	-0.035853653	-0.014703623	0.038873457	0.026541584	0.032152347	0.03841095	-0.018487648	-0.02471705	0.001285356	0.013408665	0.008095969	0.009680834	-0.010013943	-0.013412253	0.006695858	0.002406148	-0.026548204	0.018561792	0.025934221	-0.000519882
HR2025	rustica-gutturalis	-0.041620347	-0.05424762	-0.001702481	-0.006139473	0.012062321	-0.008968025	0.037877325	-0.0043396	0.00867091	-0.001867396	-0.010338079	-0.011178397	-0.00865083	-0.017400377	0.019427166	-0.067172845	0.059840149	-0.050228823	-0.03292384	0.012941613	0.069505066	0.014805652	0.011390515	-0.003530377	-0.032946979	0.029394394	-0.079144931	-0.038755986	-0.140377859	-0.056111011	0.039670603	0.116030453
HR2023	rustica-gutturalis	-0.044222239	-0.055561805	0.007511722	0.007174551	-0.011317751	0.01718153	0.025235993	0.023547621	-0.023678689	0.011955745	0.010337771	-0.005666991	0.011942069	0.038020864	0.006693034	0.001515021	0.023747001	-0.091083409	-0.016249202	0.046290522	0.001430208	-0.001788502	0.011461873	-0.006429423	0.000147996	0.011064152	0.033641468	-0.00382041	-3.62E-02	0.030510644	0.005740577	0.003716689
HR2093	rustica-gutturalis	-0.061080943	-0.057694267	0.010316932	0.021802521	0.010145631	-0.017642124	0.03150489	-0.002284817	-0.004001684	0.022465799	0.053493647	-0.055196799	-0.004743789	0.083594639	0.032928856	0.00818456	-0.011960824	0.406263058	0.551096035	0.539451077	0.076461113	-0.150890357	0.207205576	-0.053929192	-0.133850268	-0.075716056	0.096260242	-0.028847323	0.001115715	0.052114501	0.057125453	-0.008301403
HR1760	rustica-gutturalis	0.036021865	-0.05841461	-0.11716799	-0.017089807	-0.004415558	0.047269535	-0.025339343	0.02051225	-0.047504176	0.025247048	-0.083559552	-0.001102689	0.00461568	-0.049938145	-0.010169448	0.150279919	-0.091632569	-0.058662663	-0.033560476	0.10427008	-0.123197415	0.017546526	-0.079297462	0.042781169	-0.03354123	-0.075027265	0.071655292	-0.08317969	-0.099137311	0.041509846	0.04721319	0.277502015
HR2014	rustica-gutturalis	-0.066679248	-0.059036586	0.011546649	0.016507931	0.012027821	-0.022355266	0.020879893	-0.013314835	0.014659226	-0.008485934	0.008787773	-0.031952081	-0.022854406	0.036585714	0.026070797	0.03311	0.050452029	0.01746228	0.053648386	0.002601604	-0.006335541	-0.042987485	-0.037517616	-0.118802708	-0.084805087	0.039748333	-0.113649385	0.003855936	-0.056641739	-0.004716201	0.115063157	0.030277769
HR2021	rustica-gutturalis	-0.072425354	-0.060636096	0.026162349	0.000129605	-0.014714643	0.03303617	0.020163193	0.003116279	-0.01987761	0.015832498	0.027392143	-0.009964953	0.00738067	0.075616483	-0.011608895	-0.020346538	0.042593151	-0.054585956	-0.009754288	0.016714201	0.003856811	0.005609783	0.003714913	-0.014087201	-0.016695872	-0.009534508	-0.059487848	0.037921669	-0.061710419	0.040434571	0.0098915	-0.017377721
HR2030	rustica-gutturalis	-0.043682612	-0.060844393	-0.008279648	0.007377106	-0.008237956	-0.012486261	0.023816894	-0.035364092	0.006188316	-0.014130916	0.006735169	-0.045066164	-0.050921944	0.004519453	0.009851663	0.095040842	0.045839537	0.01769654	-0.007306496	-0.010922707	-0.032796377	-0.021231484	-0.014629687	-0.026832585	-0.034841007	-0.005796093	-0.052125369	0.050453322	-0.018065739	0.012095885	0.03582456	0.007658586
HR2005	rustica-gutturalis	-0.051914038	-0.060939499	0.021458998	-0.012135407	-0.020840265	0.03715935	0.003608121	0.004487995	-0.015030366	-0.002396357	-0.001577576	0.026879588	0.026626765	-0.05489283	-0.021211318	0.037246685	0.06097257	-0.080712345	0.037393972	-0.025178326	-0.037742182	-0.017730403	-0.045358553	0.002957461	0.028912184	0.133115472	0.036324324	0.010348262	-0.006746333	0.03021805	-0.065775713	-0.020006907
HR1748	rustica-gutturalis	-0.05851346	-0.061456926	0.008240288	0.035065301	0.025083692	-0.02113379	0.046301995	0.01785521	-0.004465666	0.028664561	0.023669952	-0.028973486	-0.007085062	0.085166094	0.020561342	-0.132489172	0.050102483	0.011877387	-0.028700315	0.097805636	-0.080679356	-0.00865234	-0.077341563	0.085084253	0.032088248	-0.058942231	0.070815702	-0.044415863	0.006349024	0.083448944	-0.002824933	-0.023389018
HR2017	rustica-gutturalis	-0.063196242	-0.06155935	0.017296747	0.007193687	-0.01494956	0.026028896	0.0226914	0.014654091	-0.023810728	0.01088592	0.036790423	-0.01706815	0.007161357	0.049938149	0.00185179	0.059146644	0.108331608	-0.097364853	0.007592607	0.037601343	-0.003143616	0.015471618	-0.049258585	0.00563961	-0.193387426	0.051025708	-0.113230397	0.148642088	-0.243208793	0.240814139	-0.03922006	-0.125433471
HR2082	rustica-gutturalis	-0.058445853	-0.062964926	0.00965449	-0.001983718	-0.020348476	0.024177479	0.005097319	0.006625164	-0.025533264	0.01093998	0.023759041	-0.011822638	0.01478753	0.04297392	0.001266504	0.024369209	0.053905655	-0.077677493	0.011237274	0.006531216	0.014012916	-0.000928979	0.011576707	-0.061686368	-0.00051784	0.061267825	-0.001356124	0.061712954	-0.030421737	-0.018528402	-0.028473847	0.06369635
HR2028	rustica-gutturalis	-0.060259258	-0.064051401	0.001957106	0.017299579	0.048136065	-0.047564952	0.059429429	-0.013846625	0.028538811	0.010300788	-0.002153567	-0.028905931	-0.027952147	-0.005207722	0.073344003	-0.108998639	-0.077865495	-0.015506517	0.033535777	0.041227816	-0.002498488	0.026151083	-0.010710701	-0.024404447	0.04817496	0.102105318	-0.051085543	-0.034589155	-0.031674755	0.082121159	-0.016255127	0.015141206
HR2019	rustica-gutturalis	-0.065992413	-0.064621328	0.007902765	0.019341392	0.00785193	-0.035270977	0.059401772	-0.012588015	0.015563627	0.003978208	0.022592981	-0.051054479	-0.022673468	0.100355445	0.095840342	-0.052292851	0.114437223	-0.252484418	-0.178255804	0.181966986	-0.015794049	0.053921862	0.158620148	0.336402396	-0.216788432	-0.077812522	0.212087172	-0.148447953	0.204719826	-0.12709023	-0.042774033	-0.09728269
HR1758	rustica-gutturalis	0.004148822	-0.064707147	-0.061229375	-0.012555947	0.029639162	-0.053538112	0.034955577	-0.056708785	0.031341972	0.027537618	-0.070492413	-0.046257294	-0.032679592	-0.117909685	0.106520139	0.136402422	-0.020517466	-0.080620557	0.044114485	0.057095472	-0.04184651	0.009674635	0.049026359	0.003327009	-0.034333319	0.121442623	0.051762802	-0.06073847	-0.069824357	-0.122473497	-0.145212072	-0.022141953
HR2094	rustica-gutturalis	-0.068759645	-0.065179583	0.01603002	0.003069203	0.001469357	-0.018273872	0.020125663	-0.011396533	0.006322327	0.00280333	0.004124133	-0.018881133	-0.00394581	-0.006502735	0.04133462	0.040982262	0.028698817	-0.005052401	0.025662668	0.005468972	-0.015271669	0.011570551	-0.016970422	-0.008373557	0.012456454	-0.056207309	-0.082904684	0.048994566	-0.1170516	0.03008865	-0.075304149	-0.063916222
HR2086	rustica-gutturalis	-0.069234561	-0.065400891	0.010559374	0.011249708	0.015097607	-0.026537699	0.037908459	0.003977947	-0.00240047	-0.006971726	0.020719533	-0.025368342	-0.014945405	0.03475068	-0.000103772	-0.05492226	-0.168450128	-0.063828796	-0.112477465	0.078936771	-0.138829555	-0.009060695	-0.130731664	-0.025552132	-0.011546691	-0.099338316	0.085005699	-0.059993384	-0.011993167	0.214903769	0.05381036	-0.165675145
HR2087	rustica-gutturalis	-0.063257376	-0.0654848	0.007744126	0.013670391	0.006315266	-0.022887939	0.041762838	-0.007835824	-0.000226708	0.013876709	0.016904353	-0.018920311	-0.015310276	0.033127235	0.03809896	-0.012826697	0.02792837	-0.074137061	-0.000162063	0.002709401	0.025770617	0.012051213	-0.007415664	-0.031068048	-0.017901549	0.016881444	-0.039509784	0.029488994	-0.017464315	0.072635453	-0.009003144	0.038783782
HR2027	rustica-gutturalis	-0.068475453	-0.068260334	0.017510372	0.015984575	0.011061034	-0.009728968	0.053646985	-0.010119713	0.003681619	0.009435112	0.011639789	-0.0344316	-0.006806764	0.052346208	0.028757816	-0.04154698	0.043817724	-0.019063667	-0.007740977	0.000948352	0.005097625	-0.012493208	-0.009837647	-0.027790259	-0.011769393	-0.007471013	-0.031458431	0.017684155	-0.053916876	0.008282295	0.017155413	-0.025413151
HR2033	rustica-gutturalis	-0.075232944	-0.068776263	0.009949333	0.027506753	0.01008171	-0.030869386	0.038834089	-0.007473062	0.003448418	0.018000142	0.028272287	-0.028119318	-0.01403694	0.049902724	0.044001	-0.00459299	0.009196853	-0.036485671	-0.00956404	-0.003423573	0.011888584	0.010314251	-0.005912959	-0.028739064	-0.022035746	-0.000295335	-0.020230055	0.038404751	-0.0126316	0.062065026	-0.018911626	-0.010721879
HR1756	rustica-gutturalis	0.017307563	-0.069064793	-0.087383799	0.002316515	0.009216752	-0.080148761	0.035527763	-0.038128203	0.037215602	0.028207515	-0.049843232	-0.052342959	-0.056735462	-0.113777095	0.106758186	0.220999491	0.002728753	0.08626038	-0.077069073	0.019904832	-0.055031781	0.02330248	-0.013198781	0.035054211	-0.058885228	0.082245806	0.082539724	-0.098445819	-0.18628258	-0.003789006	0.018216773	-0.005895216
HR2077	rustica-gutturalis	-0.068033482	-0.069083577	0.006023706	0.022493964	0.004437146	-0.035315494	0.051515251	-0.000845487	-0.005541371	0.013975643	0.03430933	-0.034984586	-0.002456927	0.044943894	0.052521477	0.010412474	0.020226529	-0.063784164	-0.019641104	0.046374267	-0.007468786	0.007246138	0.002115999	0.00971562	-0.021806641	0.018897429	-0.012757365	-0.004695085	-0.038527789	0.052309313	0.008881547	-0.019310672
HR2081	rustica-gutturalis	-0.061447034	-0.069249283	0.011979857	0.003365949	-0.015468354	0.017309889	0.026023679	0.036329306	-0.057528877	0.048091226	0.081280745	-0.023081363	0.04664916	0.063442034	0.025937594	0.105695166	0.012532829	-0.161798985	0.088546578	-0.008567931	0.089522493	0.098353115	-0.026687188	-0.076340772	-0.072325531	0.447485222	0.017548715	0.095008977	0.024541769	0.2247086	-0.079863543	0.004538125
HR2029	rustica-gutturalis	-0.075047893	-0.071150545	0.015352132	0.024386232	0.013890043	-0.034026625	0.043816052	-0.002759843	0.022891827	0.018113962	0.038988143	-0.05738082	-0.018819383	0.046004532	0.090617453	0.083533936	0.079826647	-0.038840203	0.014997846	-0.067555925	0.047617693	-0.0215848	0.063001116	0.024492776	-0.098920893	-0.241004117	-0.211595174	0.131013268	0.059325341	-0.036444273	-0.074733647	-0.130325523
HR2091	rustica-gutturalis	-0.037843675	-0.072850393	-0.020923661	-0.005258632	-0.021447632	0.003404107	0.012611167	0.041160063	-0.059435458	0.02803392	0.032658351	-0.053806314	0.043844229	0.09154168	0.046930318	0.055374166	-0.177002366	-0.215761093	-0.024898235	0.213687058	0.03122653	-0.067769556	0.076324834	-0.037536406	-0.089978598	0.1608739	-0.190927971	-0.13073981	-0.124865498	-0.309189774	0.02026336	0.110968897
HR2020	rustica-gutturalis	-0.065039755	-0.075705135	0.017831602	0.020233392	0.010527231	-0.0292946	0.059940799	0.000829251	0.009799253	0.014940053	0.023254502	-0.044449576	8.02E-05	0.086183686	0.092595007	-0.0384733	0.094307842	-0.212773547	-0.135568734	0.140944974	-0.025074268	0.051820562	0.106429072	0.228659064	-0.139516481	-0.097434262	0.164230172	-0.076918247	0.093154508	-0.050749616	-0.001004568	-0.133464427
HR211	rustica-tytleri	-0.037747107	0.113856616	-0.004496701	-0.011311564	0.017098925	0.003564805	-0.017006772	0.046798439	0.002760775	-0.02496482	-0.037684595	0.052847696	-0.007072736	0.04378137	0.00631285	-0.011239433	0.03362636	-0.02301552	0.067650235	0.006296435	2.52E-02	0.002253309	-0.000139031	0.044470227	0.03183006	-0.00571053	-0.036660163	0.004171484	-0.012652476	0.056307463	0.021170726	-0.014791923
HRVN96026	rustica-tytleri	-0.03357073	0.112721702	-0.026955601	-0.001820061	0.061951721	-0.26014043	0.226024276	0.31825374	0.083597724	-0.085935576	-0.079146431	-0.027022843	-0.204473054	0.036668893	-0.390033359	0.081987383	0.001274351	-0.079995208	0.073070701	-0.003429699	0.016605178	-0.008330236	0.001555155	0.032697679	0.030203988	0.026757687	0.027482049	-0.012431311	0.026681961	-0.012360463	-0.023588501	0.014081345
