sample	pop	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32
HR1102	gutturalis	-0.08360813	-0.079276881	0.017945254	0.007281337	0.000343247	-0.042318544	0.014632556	-0.013786436	0.002699494	0.005413312	0.030039236	-0.01897125	-0.009949079	0.010074221	0.039202619	0.038533214	-0.012170526	0.046008125	-0.021592582	-0.019319246	0.039531349	0.027485988	0.031862119	-0.004986989	0.046364895	0.001497999	0.003996162	0.038068921	0.032727578	-0.022687588	-0.012629861	0.010806364
HR1093	gutturalis	-0.087230995	-0.079417192	0.022223543	0.01642202	0.005080222	-0.021418262	0.039693229	-0.016577005	0.00786658	-0.003695075	0.033738139	-0.035380694	-0.012849123	0.0193047	0.018756828	-0.003194234	0.024923747	0.024728624	-0.019573711	-0.032297617	0.01983724	0.006429469	0.007840326	0.008499404	0.052079046	-0.020717612	-0.036275962	0.010215388	0.005543421	0.02083662	-0.002175066	0.026491102
HR1094	gutturalis	-0.078695055	-0.079489086	0.004332476	0.017198698	0.032726989	-0.077399789	0.067282908	-0.035467714	0.041251224	-0.012015174	0.014330428	-0.045060141	-0.05160868	-0.046410844	0.089651497	0.057511729	-0.004842031	0.082678572	-0.069920557	-0.08919231	0.063157291	0.031923929	0.01296928	-0.091116127	0.077612339	0.069655192	0.008529423	-0.108069601	0.03038517	-0.050421301	0.065265535	0.088210013
HR1095	gutturalis	-0.08088172	-0.079522814	0.02759368	0.006485021	0.029228806	-0.055470105	0.048996175	-0.042893618	0.048359443	-0.006701294	-0.007131264	-0.034893659	-0.032584655	-0.038021069	0.055274365	-0.016165041	0.029413134	0.032859444	0.028190544	-0.038160097	0.009485428	-0.010311925	0.027752911	-0.060675961	0.061601458	-0.071623655	0.028306075	0.048272391	0.029253137	0.001182691	-0.036497857	-0.000556091
HR1015	gutturalis	-0.091227602	-0.079838219	0.038679669	-0.00631136	-0.024835527	0.027178734	0.001307152	0.006738958	-0.015986894	0.003852277	0.027672658	-0.007153113	0.025711359	0.001526492	-0.017152507	0.032261982	0.030957218	0.018743343	0.057139948	-0.033462592	-0.004650502	-0.005953078	0.003279278	0.028557921	0.122503348	-0.022537581	0.048106277	0.070213636	0.007585753	-0.079553603	-0.009552191	0.026768779
HR1021	gutturalis	-0.083891332	-0.081250878	0.033013803	-0.001005068	4.75E-05	-0.00067793	0.030194081	-0.024135406	0.025216117	-0.014986543	-0.004647713	0.001071439	-0.016210929	-0.056879356	-0.001955175	0.027559264	0.03285785	-0.009585812	0.068625825	-0.05712075	0.009801025	0.000190878	-0.003068922	-0.077986701	0.078110729	-0.023185468	0.039590646	0.037472028	0.046119262	-0.046308154	-0.019744829	0.009535372
HR1019	gutturalis	-0.078987013	-0.083164789	0.037432848	0.001732312	-0.040976814	0.032784244	-0.012882422	0.004598568	-0.025178687	0.007012374	0.021037959	0.002257641	0.042464224	-0.005136414	-0.0057269	0.088408017	0.08222435	-0.045430501	0.073638152	-0.077008875	-0.07157474	0.036959148	-0.036586197	0.031343301	0.083256744	-0.099693567	0.21017087	0.014386658	0.192748565	-0.038254571	-0.049151339	0.080055937
HR1103	gutturalis	-0.082064692	-0.083875379	0.017601022	0.017024899	-0.005196358	-0.02763289	0.041233797	-0.010599972	0.001440417	0.018062066	0.038765572	-0.042889864	-0.005197485	0.023460113	0.017037633	-1.50E-03	-0.006565961	0.029899523	-0.026025715	-0.029470484	0.025738901	0.013137168	0.025218449	-0.030965327	0.062002663	1.33E-05	0.013791842	-0.001650781	0.021709918	-0.044357829	-0.028041503	0.020051575
HR1051	gutturalis	-0.081030723	-0.084520279	0.028670707	0.003807498	0.020714301	-0.058027353	0.03403218	-0.041764977	0.050769055	-0.005041068	-0.004547197	-0.019024336	-0.024877635	-0.073292722	0.068960968	-0.012512134	0.030340931	0.001905155	0.058072867	-0.014650029	0.062758466	0.036389318	0.023538537	0.009495197	0.083200502	-0.017443159	0.009412029	0.070165567	-0.007252526	-0.022860881	-0.07735082	0.025653333
HR1097	gutturalis	-0.089667933	-0.091162062	0.034481083	0.009014847	-0.02143879	-0.431947143	-0.531006905	0.034044523	-0.102853028	0.032983188	-0.056150036	0.039956189	0.013834322	0.068021785	-0.043778631	-0.035471415	-0.004733188	0.014278736	-0.018171175	-0.007545117	-0.000622467	0.002988496	0.005541953	0.006446898	-0.014580643	0.00187261	-0.009281175	-0.010473319	0.004997227	0.012103576	0.011451513	-0.008112063
HRVN96124	rustica	0.056438978	0.00922218	0.015966747	-0.004637445	-0.084373293	-0.001302157	0.003893182	-0.031822822	-0.013048825	-0.007880867	0.057665609	0.015901696	-0.046087216	0.038004731	-0.045346793	0.022492023	0.028245857	0.003534793	0.00599902	-0.015225615	-0.030719411	0.00851953	-0.004816529	-0.01182483	-0.033413834	0.007684376	0.007065049	-0.005651379	0.047207873	0.041019882	0.03781005	0.012639533
HR130	rustica	0.057256238	0.003970943	0.020710938	-0.008611656	-0.042633575	-0.031243032	0.016069724	-0.044714098	0.035052083	-0.003159549	-0.009234316	0.021585143	-0.037960352	-0.068481746	0.009147128	-0.058683293	0.023615712	-0.002409421	0.029504672	0.00203	-0.013511855	-0.016942155	0.005400095	0.002493584	0.008846544	-0.011366451	-0.021699759	0.012676904	0.022915704	-0.017080969	0.003495346	0.010232241
HRVN96122	rustica	0.059185924	-0.000949899	0.013651574	0.002984595	-0.058506847	-0.057198005	0.034531499	-0.041628911	0.01207792	0.016742826	0.041126317	-0.010527238	-0.034844597	-0.009417677	0.011832888	-0.029897099	-0.016105935	0.025275337	-0.019563628	-0.006948722	0.008133054	0.00579057	0.009438915	-0.009003033	-0.00019036	0.011029551	-0.012242896	-0.005069497	0.026298451	0.025578613	-0.012092399	-0.006430179
HRVN96123	rustica	0.06322834	-0.00125173	0.002267727	0.001505709	-0.048999967	-0.043492057	0.026595257	-0.036082052	0.019220612	0.002930789	0.041858607	-0.001207203	-0.040409532	0.004597756	0.014325805	0.002224995	-0.007422694	0.024276683	-0.026247	-0.009958705	0.016517356	-0.003023925	0.005200226	-0.017057043	-0.013169638	0.023178755	-0.004730955	0.002015417	0.013896068	0.000979192	-0.004889858	-0.004448422
HR43	rustica	0.060216924	-0.001568981	0.043980983	-0.01291248	-0.035941287	0.01705986	-0.008805671	-0.008463361	3.11E-03	0.011278504	0.004650241	0.045129743	0.009046947	-0.026877763	-0.028724957	-0.06416356	0.029148654	-0.042272622	0.065037814	-0.012218042	-0.009222361	-0.02153069	0.002888505	-0.009010972	0.024602657	-0.005393926	-0.014990119	-0.010151024	0.005030268	-0.013584371	-0.002107464	-0.005396353
HRVN96116	rustica	0.06587612	-0.002255785	0.009110485	-0.006086793	-0.073121379	-0.01315714	0.006004484	-0.010105368	-0.015650759	0.008619772	0.043167666	0.004978368	-0.016271936	0.016551295	-0.000589733	0.020852238	-0.014520078	-0.010166875	-0.015898229	-0.008815438	0.005375799	-0.004803175	0.019273772	-0.011884256	0.010208357	-0.003277541	0.014153974	-0.020278071	-0.021768015	0.024285351	-0.005031225	0.022580618
HR3	rustica	0.062902668	-0.002730299	0.034573386	-0.009967231	-0.035562643	0.018107962	-0.005339987	-0.008539393	0.004835373	0.013684985	0.007324691	0.030304091	0.009929542	-0.026850528	-0.031877392	-0.055081198	0.026572412	-0.052826247	0.055845461	0.000684949	-0.00234292	-0.008118898	-0.0158534	-0.013658439	0.014979481	-0.008007072	-0.013234015	-0.026482802	-0.009944321	-0.017515728	-0.01446258	-0.035667986
HRVN96300	rustica	0.065413345	-0.003557796	0.023294357	-0.001982042	-0.065314202	-0.004364511	0.013249495	-0.016618005	-0.021930497	0.01355968	0.049483213	0.00224644	-0.00580288	0.022808963	-0.026784231	-0.009980024	-0.001951717	-0.002390401	0.012955096	-0.012983985	0.011500361	-0.005341092	-0.000376986	-0.004304893	-0.004523692	-0.010081641	-0.014241886	-0.012537021	-0.012719154	0.020035489	0.018773811	-0.00861752
HRVN96117	rustica	0.064379322	-0.003871587	0.018879363	-0.004407919	-0.10568125	-0.014730961	0.007049021	-0.025130211	-0.028529888	0.02024695	0.071921652	0.016899046	-0.020649458	0.023888849	-0.014687352	0.01420134	-0.019337509	0.012336303	-0.020990055	-0.023702432	0.028377733	0.000892231	-0.022681574	0.002887137	0.028349217	-0.012570699	-0.015227171	-0.038358993	-0.014452488	0.020788622	-0.002596485	0.010143157
HRVN96105	rustica	0.063179164	-0.003904317	0.013173247	0.000791695	-0.061015572	0.004866176	0.004229949	-0.001590499	-0.022061435	0.015832661	0.051527571	0.011815827	-0.013207881	0.026852537	-0.028955018	-0.015516844	0.002530316	0.00829588	0.017307948	-0.012680376	-0.004114026	0.001172957	-0.008081219	-0.007924279	0.004877754	-0.003374496	-0.002659946	-0.021031928	-0.00272672	-0.012688958	-0.008957237	-0.001527423
HR27	rustica	0.06254989	-0.003908246	0.03592271	-0.010949308	-0.042827173	0.015676793	-0.008421084	-0.007878055	2.82E-05	0.013824356	0.012056576	0.037159923	0.001107091	-0.021125541	-0.034768533	-0.075974933	-0.053362989	-0.063900042	0.059586319	0.028826993	-0.040415051	-0.018310385	-0.015596725	0.017971447	0.046175191	-0.021572405	-0.032152967	-0.000537477	-0.010751022	0.005897556	-0.014253672	-0.004237144
HR1966	rustica	0.067705818	-0.004707481	0.04963614	-0.005729586	-0.02718369	0.010588193	-0.000672245	-0.008299477	-0.00465949	0.021953297	0.008826534	0.036238672	0.006042745	-0.008575966	-0.02757858	-0.059750183	0.033303178	-0.055117589	0.068371173	-0.006299885	-0.008195852	-0.009342769	-0.016952458	-0.003122659	0.024136556	0.007392683	-0.014271331	-0.010839267	-0.008830787	-0.00405355	-0.008044301	-0.019386209
HRVN96113	rustica	0.066633044	-0.004766759	0.015169275	-0.002112848	-0.075118586	-0.022454966	0.014655136	-0.017246454	-0.01944236	0.012351468	0.057642758	0.012113912	-0.012542732	0.015283269	-0.011139909	-0.004904476	-0.009675473	-0.013363006	-0.010361526	-0.013357553	0.015914377	-0.01182917	0.002690091	-0.006120539	0.004058995	0.014158719	-0.004907219	-0.01173698	-0.015532742	-0.01429481	0.020807295	0.00445455
HR48	rustica	0.069979736	-0.005500709	0.0369369	-0.010445575	-0.045842154	0.011832971	-0.004835582	-0.012798931	0.003083326	0.007859111	0.011181629	0.030834931	0.000504564	-0.03822993	-0.029039552	-0.041072249	0.017799933	-0.050549191	0.040079813	0.002180469	0.016741487	-0.013975725	-0.014087868	-0.006782618	0.015583692	-0.003533641	-0.007325567	-0.014642092	-0.008059173	-0.005667742	-0.016213744	-0.002270444
HR1550	rustica	0.062490496	-0.005817522	0.04475611	-0.00177836	-0.002927225	-0.022572693	0.01104256	-0.028418407	0.038822575	-0.004310609	-0.005441827	0.031354692	-0.010353634	-0.037103696	0.000812854	-0.078188783	0.032733014	-0.037555969	0.051913099	-0.001457285	0.006700668	-0.009394522	-0.005386019	0.002720135	0.016373454	-0.02061745	-0.009562744	-0.011923731	-0.017263414	0.016678915	-0.011413966	-0.043730404
HRVN96104	rustica	0.070336857	-0.006184422	0.016443773	-0.003421211	-0.066993614	-0.008305428	0.007142873	-0.015481981	-0.018855645	0.008246023	0.034953595	0.004938842	-0.008598311	0.015813538	-0.019826503	0.000769482	0.005316617	-0.013629223	-0.004759973	0.006051017	0.003355718	0.004025019	-0.002782521	-0.000337928	0.005979633	0.00515023	-0.002969717	-0.014452429	0.000952806	0.001832797	-0.006217227	0.005559812
HRVN96128	rustica	0.067218684	-0.006219729	0.009160431	0.003683634	-0.092818197	-0.018006058	0.002508348	-0.021377418	-0.024149984	0.016525857	0.059980444	0.001563175	-0.01247078	0.031933387	-0.021432318	0.014184885	-0.007566075	0.020115169	-0.025802133	-0.003155889	0.00901165	0.018925346	0.005559886	0.018956715	0.000311271	0.013964697	-0.014737503	-0.016795193	0.011322699	0.02535105	-0.004376226	0.021168932
HRVN96118	rustica	0.069839815	-0.006230476	0.012859166	-0.007651753	-0.096312563	-0.010127325	0.008430344	-0.017247869	-0.021825731	0.014574855	0.04729516	0.012441328	-0.015557887	0.023481641	-0.013159175	0.014481318	-0.02308713	0.008026287	-0.007954933	-0.012852502	0.016413796	0.016605165	-0.020407217	0.00202197	0.016997598	-0.009669762	-0.004616037	-0.023600567	-0.013620447	0.02120489	0.001445029	0.01387552
HR1995	rustica	0.070058518	-0.006507353	0.042281276	-0.006760163	-0.038483805	0.008229095	-0.003088843	-0.009970566	0.003163336	0.010571489	0.023027331	0.029557798	0.009910831	-0.001835268	-0.023855519	-0.057809547	0.030242684	-0.05216822	0.051496981	-0.015157006	-0.000688343	-0.002000925	0.008195028	-0.008367908	0.030550279	-0.023224918	-0.011006804	-0.014800223	-0.024048001	0.002084524	-0.01652073	-0.047664357
HR1534	rustica	0.063957306	-0.006523703	0.036744555	-0.008340866	0.006991089	-0.015700994	0.013877636	-0.023180803	0.032545589	0.006886615	-0.011778337	0.027746637	-0.012350368	-0.053209428	0.003098451	-0.084112892	0.033871861	-0.037480056	0.047917987	0.004321034	0.005103366	-0.023984777	-0.008142704	0.003048569	0.019956009	-0.021985925	-0.030484012	0.00069638	0.001741884	0.005505329	-0.016410786	-0.03216009
HRVN96126	rustica	0.06684876	-0.006670518	0.004427842	-0.003757575	-0.05480808	-0.044717549	0.027767359	-0.030512319	0.012730286	0.009385934	0.024431582	-0.008760388	-0.033590402	-0.013340442	0.013302026	-0.001390974	-0.004294744	0.010213805	-0.013006709	0.00709133	0.012234974	-0.003804905	0.00588787	-0.000222878	-0.012892538	0.001493106	-0.009094053	-0.02091909	-0.002060184	0.009063295	0.005587243	0.012010012
HRVN96103	rustica	0.068667218	-0.006861334	0.018893179	0.006065758	-0.072231488	-0.007036157	0.00126359	-0.002257668	-0.014567277	0.010875645	0.048987478	0.001217255	-0.005731612	0.020099945	-0.019098013	0.001389005	-0.005063288	-0.011359924	0.002652706	-0.002290892	-0.000384309	0.007252561	-0.012566358	-0.006176405	-0.007221147	-0.008791644	-0.00678886	-0.017557793	-0.008340611	0.024516362	0.015579525	-0.014312514
HRVN96107	rustica	0.067523239	-0.007479455	0.009914897	0.009274526	-0.042448638	-0.048292397	0.028521896	-0.028240076	0.013127281	0.009419172	0.037417388	-0.005088491	-0.030205885	-0.003231678	0.024383752	-0.028590403	-0.013579917	0.031025021	-0.000695538	-0.022575353	0.015766594	0.007437332	-0.000766163	-0.021957425	0.012810186	-0.014422776	-0.011572749	-0.007031254	-0.00662525	0.027797334	0.007656418	-0.022331716
HRVN96298	rustica	0.068012629	-0.00783064	0.016298926	0.011886329	-0.047568786	-0.05266283	0.038789199	-0.031063498	0.011857856	0.014161518	0.041432794	-0.004514123	-0.034859931	0.00716352	0.010989748	-0.024054118	-0.011349942	0.001414499	-0.02322848	-0.009334165	0.028496363	-0.016655591	0.011541676	0.004193902	-0.014935632	0.002137563	-0.015322205	-0.029425673	-0.004922173	0.021897499	0.026552519	0.005860811
HR15	rustica	0.067548942	-0.008400725	0.031096861	-0.010268908	-0.017631375	-0.021190465	0.010453397	-0.031737291	0.03759826	-0.000140715	-0.008931788	0.030248244	-0.017328228	-0.061471242	-0.002426499	-0.074606555	0.022841636	-0.05217182	0.048233576	0.003066892	0.006479096	-0.009250997	-0.015832844	0.005557255	0.015622308	-0.005759961	-0.006543015	-0.00100213	-0.008531112	-0.005094395	-0.01888001	-0.038180819
HRVN96101	rustica	0.069070348	-0.008461184	0.025159872	0.005491493	-0.085935174	-0.01419871	0.020837113	-0.014978288	-0.013237476	0.026267939	0.072117243	8.94E-03	-0.007248329	0.030764129	-0.017861163	0.000312073	-0.018125197	-0.001067293	-0.002606095	-0.000471318	0.032442281	0.00338855	-0.015258311	0.029945859	0.013384987	0.014755323	-0.013196558	-0.045447407	-0.0089556	-0.013194193	-0.015011153	-0.044002019
HR100	rustica	0.071374602	-0.008720971	0.027554099	-0.014892648	-0.055759	0.00963675	-0.001578739	-0.010060528	-0.003347378	0.01237045	0.007004824	0.024355336	0.003247456	-0.043314938	-0.035085998	-0.028319626	0.020284304	-0.043782084	0.043813148	-0.001390847	-0.001581334	-0.011540428	-0.005035581	-0.013832971	0.019774934	-0.012784142	0.000779494	-0.013539182	0.00455557	-0.014292975	0.006022292	-0.002575818
HR1971	rustica	0.07657707	-0.009436792	0.041228859	-0.003544696	-0.043095519	0.009257447	0.003569936	-0.013832782	-0.008276631	0.010819073	0.019289099	0.025645505	0.003434804	-0.007583674	-0.027797317	-0.049691801	0.033096176	-0.048610535	0.04040941	-0.009903522	0.008852529	-0.012919531	-0.004329448	-0.006781153	0.00846084	-0.016368051	-0.019327226	-0.0263194	-0.010817142	0.006545542	-0.015310942	-0.012865404
HR1483	rustica	0.053502872	-0.009738988	-0.017861238	-0.018391551	-0.039140772	0.029526817	-0.022969331	-0.002728146	-0.012052057	0.031079215	-0.013435027	0.035612296	0.008444889	-0.035472337	-0.026459861	-0.042469375	0.073672623	-0.038968919	0.071388705	0.032103037	0.036286696	-0.032850104	-0.033838525	0.07517316	0.047744907	-0.034425559	0.044065616	-0.003666767	-0.085798788	0.000613055	-0.123598783	-0.014784493
HRVN96106	rustica	0.072848877	-0.010052154	0.013331188	0.002284422	-0.056022727	-0.047030622	0.033934539	-0.0350914	0.010810581	0.008174894	0.035360822	-0.008669397	-0.020434679	-0.003220304	0.014538237	-0.019814263	-0.014259278	0.005378099	0.000848362	-0.001508956	0.020495049	0.007955178	-0.014172769	-0.003623812	0.005394398	-0.002754803	-0.013961467	-0.02273508	-0.002269066	0.008914594	-0.013482159	-0.03070113
HR1905	rustica	0.069688985	-0.01009571	0.029255404	0.001253962	-0.00645158	-0.036013783	0.024671445	-0.02822977	0.031872427	0.013115271	0.00858688	0.014828561	-0.018408228	-0.022798953	0.011296069	-0.07977033	0.013169739	-0.041573206	0.040934981	-0.006041892	-0.014646198	-0.003914658	-0.003343651	0.004246179	0.02820998	-0.010672179	-0.015888936	-0.029700264	-0.002270204	0.026091898	-0.001364818	-0.018335734
HRVN96110	rustica	0.072358296	-0.010433162	0.01142814	0.002377851	-0.05989937	-0.05122753	0.033594097	-0.031503481	0.001063491	0.012173346	0.04076032	-0.001440992	-0.035610255	0.00680515	0.015225644	0.003732901	-0.018527182	0.012118747	-0.013128339	-0.004177575	0.029551177	-0.013135407	0.003942832	0.003930292	-0.010777016	0.009667539	-0.020989772	-0.007383247	-0.022162732	-0.007564406	-0.007956338	0.010733568
HRVN96108	rustica	0.071062991	-0.011457511	0.010628396	0.004469623	-0.040262657	-0.045991739	0.025302106	-0.020438657	0.006880521	0.013047385	0.038836522	-0.000439818	-0.025781317	0.002077154	0.017369036	-0.0169223	-0.069648301	0.007942248	-0.007665313	0.008521837	-0.009665528	-0.012503934	-0.010498211	-0.005325179	0.009579052	-0.000505293	-0.016266197	-0.0066268	-0.013165528	-0.001042949	0.001979196	-0.002064094
HRVN96102	rustica	0.073758632	-0.012455893	0.005911241	0.006194139	-0.042364374	-0.04726173	0.027905088	-0.039444813	0.006860061	0.005832955	0.02994065	-0.011351326	-0.026349565	-0.002445627	0.019536145	-0.006664266	-0.007946078	0.015715981	-0.012331751	-0.008585484	0.020602543	-0.002144369	-0.010235283	0.000273616	-0.003350313	0.002694318	-0.009488681	-0.014649401	0.01389423	0.023616803	-0.007063141	-0.002664652
HR1992	rustica	0.076747844	-0.012459617	0.032024039	0.000447602	-0.012281248	-0.025176537	0.016889248	-0.028210205	0.026302926	0.002717623	-0.002536777	0.018852475	-0.022719057	-0.040947522	0.006310803	-0.066630792	0.019973946	-0.023317174	0.037182415	-0.009378996	0.008519711	-0.024013477	-0.009875353	-0.016047278	0.017820952	-0.007672112	-0.017570841	-0.015028947	0.006092128	0.00218871	-0.014945065	-0.02239524
HR1921	rustica	0.077217379	-0.013130405	0.027096739	0.00353158	-0.011124423	-0.02761094	0.022596373	-0.031888238	0.025185861	0.009038373	-0.004608687	0.010946534	-0.015768854	-0.028311658	-0.000841243	-0.060209148	0.010182067	-0.023812655	0.036855577	-0.005940179	-0.006498781	0.002849379	-0.016857034	0.001976296	0.011753456	-0.012504812	-0.015872603	-0.027285321	-0.005662476	0.011689252	-0.020189435	-0.022622262
HR1475	rustica	0.057042598	-0.014741348	-0.009494024	-0.007793327	-0.02003279	-0.033520653	0.002968799	-0.039469827	0.025341732	0.024322302	-0.01102504	0.016223368	-0.022135217	-0.061706373	0.011388203	-0.041510754	0.047511729	-0.051066624	0.058333296	0.024571827	0.05271685	-0.038035115	-0.0311269	0.049114313	0.018983853	-0.024320602	0.029680596	-0.048999017	-0.075732527	0.021783255	-0.120784904	-0.086037642
HR1648	rustica	0.06519885	-0.016396796	-0.006557528	0.00090227	0.002317621	-0.022766605	0.012235808	-0.018566482	0.018807044	0.010159637	0.002540856	-0.000248154	-0.018403631	-0.019768951	0.027882696	-0.063186414	0.006994122	0.007357904	0.040104614	-0.003073349	0.026593192	-0.021310765	0.006991679	-0.015775107	0.009421425	-0.016395723	0.004682491	-0.020477378	0.038203532	-0.006895375	-0.05229244	0.007021647
HR1646	rustica	0.070795208	-0.016850403	-0.007566847	-0.005302573	-0.012458157	-0.018164187	0.008221583	-0.025419165	0.021459568	0.009586304	-0.019817419	0.002887133	-0.02274765	-0.043962154	0.017508393	-0.048677071	0.014446138	-0.018062712	0.026015856	-0.002750625	0.00758615	-0.000897835	-0.016294271	-0.000961522	0.01331034	-0.029040592	-0.006137505	-0.017645957	0.008993273	0.01576524	0.001488871	-0.0358967
HR1485	rustica	0.065380538	-0.017233312	-0.022745635	-0.012235095	-0.013755203	-2.81E-02	0.011128019	-0.029975621	0.023573994	0.022186322	-0.026626615	0.021030289	-0.020750122	-0.067270161	0.012418444	-0.041773488	0.03695536	-0.029243763	0.040235233	0.020444165	0.030574145	-0.013075779	-0.029882882	0.015629431	0.013799912	-0.030572442	0.003154951	-0.025842815	-0.036139595	0.031249141	-0.091333293	-0.017294605
HR1473	rustica	0.063060545	-0.017304498	-0.014021212	-0.01658845	-0.023147142	-0.026800156	0.009826334	-0.035717388	0.022992288	0.014527768	-0.02950413	0.019965477	-0.02753462	-0.075299111	0.017076889	-0.046883889	0.045189607	-0.048301386	0.0453553	0.033849827	0.02332622	-0.010280652	-0.005025507	0.032982615	0.032142341	-0.022385747	0.024074904	-0.05079509	-0.046355272	0.001427272	-0.086974365	-0.037262598
HR1487	rustica	0.066086263	-0.021273191	-0.025243777	-0.016536606	-0.010378341	-0.024166084	0.015898729	-0.038786318	0.018241724	0.015693739	-0.036887597	0.018369701	-0.016996435	-0.064459796	0.007630669	-0.028283114	0.034548932	-0.04402649	0.04433686	0.013566957	0.048800255	-0.005873833	-0.023653708	0.038610121	0.023169545	-0.032257852	0.044145306	-0.022712308	-0.029340004	0.022671987	-0.073034928	-0.051907071
HR1240	rustica	0.047135212	-0.036709623	-0.094210321	-0.005674506	0.041918092	0.020694127	0.002642654	0.00175587	0.000741351	0.025893617	-0.082979551	0.014349605	-0.007584489	-0.0246549	0.009264071	-0.049426826	-0.049120169	-0.05113781	0.029845941	0.031174817	-0.019936989	-0.006869737	-0.001728998	-0.02738125	0.010912806	-0.032112801	-0.019389561	0.025501289	-0.001648663	-0.024664381	0.008740759	0.017132756
HR1744	rustica-gutturalis	-0.038553217	-0.014827734	-0.026207422	-0.003179359	0.051535412	0.007605868	0.014948954	0.010145201	0.024500253	-0.020809081	-0.054929403	0.03679229	-0.01677626	-0.046646345	0.001076111	-0.060113131	0.105925951	0.047324021	-0.068769369	-0.031229282	-0.154393885	-0.118495884	-0.073963989	0.121037299	-0.090110902	0.085533547	-0.199362542	0.001382639	0.017880873	0.138500942	-0.119599959	0.112125476
HR2031	rustica-gutturalis	-0.057261211	-0.029518175	-0.011268643	-0.009477115	-0.012441068	0.036938458	-0.00807105	0.01096998	-0.023870308	-0.024889894	-0.004687793	0.022332823	-0.009363344	0.028146223	-0.019712263	0.120476389	0.052321746	-7.90E-05	-0.000102444	-0.050393865	-0.10225674	-0.054349756	-0.022198592	-0.034928767	-0.078145229	0.19019431	0.017827044	-0.008711919	-0.091037742	0.045087443	-0.068245545	0.098983461
HR1763	rustica-gutturalis	-0.056550932	-0.030831398	0.004687122	-0.004426247	0.013103426	0.060887743	-0.00535468	0.006260538	-0.020604187	-0.000540876	0.000980162	0.030194263	0.018190824	0.03170668	-0.02767266	-0.000757957	0.143924365	0.03818855	0.085397692	-0.094031194	-0.128172929	-0.128471562	-0.08457776	0.011594164	-0.031624763	0.001568032	0.028254189	0.033070257	-0.1623483	0.035325445	-0.233004444	-0.187183398
HR2067	rustica-gutturalis	0.041670596	-0.033240422	-0.088385757	-0.013587163	0.013798662	0.068533849	-0.035375772	-0.004038427	-0.007859497	0.019509747	-0.084982679	0.030655687	-0.016901528	-0.006706331	-0.058006682	-0.006852535	0.048319571	-0.016676498	0.016352794	-0.015634827	-0.034673898	-0.010269169	-0.020374488	0.001729357	0.030868585	-0.102911603	0.031039489	0.054937987	0.018532307	0.035209804	0.0549231	0.018195157
HR2066	rustica-gutturalis	0.015886298	-0.034663881	-0.088311264	0.016351325	0.023562772	0.056295341	-0.005968292	0.026065219	-0.029835253	0.03360143	-0.041359582	0.010818333	-0.000881204	0.073633252	-0.041760601	-0.075270212	-0.058482642	-0.010056968	-0.026010173	0.002784083	-0.005837853	-0.00308814	0.001114288	-0.020209297	0.021447588	-0.04534004	-0.026175776	0.04320424	0.010247452	0.040272472	0.045114429	0.003419427
HR2049	rustica-gutturalis	0.046702895	-0.035366768	-0.085899575	-0.01296517	0.008901206	0.05782459	-0.027650604	0.022427174	-0.039127161	0.038673117	-0.067980871	0.029371378	0.007478575	0.016932616	-0.041164392	0.018140352	0.095719957	-0.019676266	0.033866783	-0.039041898	-0.046725006	-0.045030186	-0.018758924	0.042812561	-0.001054305	-0.050981438	0.018980823	0.022928259	-0.085877622	0.027840215	0.016035518	-0.00084803
HR1661	rustica-gutturalis	0.058138722	-0.036167876	-0.099097217	-0.000939088	0.046644697	0.003858949	0.006665389	-0.010623474	0.014470337	0.024380101	-0.056783458	0.008867899	-0.010443297	-0.030111287	0.012195821	-0.0273779	0.042129402	0.014700698	0.023623112	-0.004299152	-0.009558301	0.016984591	-0.013144992	0.002797496	0.021612462	-0.004838054	0.012951478	0.021930418	0.016661783	0.016626794	-0.037035506	-0.03947444
HR1762	rustica-gutturalis	-0.030518293	-0.036348985	-0.041292648	0.012551638	0.029968572	-0.001800603	0.03287739	0.011397955	-0.009351512	0.021342965	-0.014785157	-0.01330172	0.000675124	0.001913469	0.040371287	-0.00522806	-0.117545181	-0.02411704	0.005267996	-0.011863652	0.00563198	0.025516477	-0.017386073	-0.002100439	0.020823448	0.019429249	-0.019451092	-0.019558547	0.025236648	0.054716034	-0.000463897	-0.002316084
HR2050	rustica-gutturalis	0.046356818	-0.036349434	-0.11314815	-0.002531467	0.024671752	0.053993651	-0.032216189	0.013097394	-0.010678591	0.012409771	-0.063272757	0.01483886	0.00296968	-0.003242319	-0.026201127	0.050654591	0.057784073	-0.02140333	-0.004348095	-0.006066455	-0.015790732	0.000609938	0.015145415	0.026420736	0.002730708	-0.065811604	0.033339229	0.010930083	-0.067769406	0.019283732	0.054105461	0.019569416
HR1712	rustica-gutturalis	0.028214087	-0.0386565	-0.091664412	-0.003342448	0.030873528	0.056094596	-0.014800981	0.037438239	-0.022323818	0.033712449	-0.055755731	0.024927608	0.007229831	0.043047529	-0.03801186	-0.04780886	0.048622081	-0.024796772	-0.013441382	0.002277157	0.010499114	0.010890936	0.004080996	0.031592576	-0.04164055	-0.054259823	0.001386833	0.025048939	-0.019121146	0.052006647	0.099685807	0.041025889
